2178,2976,10,squats
4027,4819,10,squats
6599,7448,10,squats
10093,10621,10,pushups
12592,13225,10,pushups
15603,16331,10,pushups
20425,21429,10,lunges
22940,23846,9,lunges
26392,27375,10,lunges
31643,32235,10,dumbbell_rows
33867,34568,10,dumbbell_rows
36462,37081,10,dumbbell_rows
45744,46577,10,situps
49814,50592,10,situps
53021,53785,10,situps
56904,57640,10,tricep_extensions
60225,60934,10,tricep_extensions
62285,62960,10,tricep_extensions
67093,67873,10,bicep_curls
69715,70503,10,bicep_curls
72723,73508,10,bicep_curls
77008,77909,10,lateral_shoulder_raises
80244,81138,10,lateral_shoulder_raises
84763,85691,10,lateral_shoulder_raises
89297,89630,10,jumping_jacks
91978,92341,10,jumping_jacks
94498,94869,10,jumping_jacks
