1626,2136,10,squats
2938,3451,10,squats
4660,5167,10,squats
5592,6084,10,pushups
6584,7009,10,pushups
7960,8409,10,pushups
9071,9724,10,dumbbell_shoulder_press
10602,11277,10,dumbbell_shoulder_press
13788,14465,10,dumbbell_shoulder_press
16689,17252,10,dumbbell_rows
17820,18365,10,dumbbell_rows
19343,19900,10,dumbbell_rows
20806,21376,10,situps
22398,22992,10,situps
24044,24610,10,situps
25213,25854,10,tricep_extensions
27678,28276,10,tricep_extensions
32136,32771,10,tricep_extensions
33305,33882,10,bicep_curls
34493,35080,10,bicep_curls
35770,36356,10,bicep_curls
37448,38096,10,lateral_shoulder_raises
38609,39300,10,lateral_shoulder_raises
39785,40425,10,lateral_shoulder_raises
40789,41622,10,lunges
44003,44813,10,lunges
45380,46161,10,lunges
46917,47205,10,jumping_jacks
47813,48131,11,jumping_jacks
48921,49214,10,jumping_jacks
