2899,3614,10,squats
4070,4858,10,squats
6042,6774,10,squats
7791,8247,10,pushups
10471,10918,10,pushups
12032,12506,10,pushups
13350,14225,10,dumbbell_shoulder_press
18970,19857,10,dumbbell_shoulder_press
20887,21722,10,dumbbell_shoulder_press
22307,23211,10,lunges
27679,28572,10,lunges
29449,30012,10,dumbbell_rows
34017,34540,10,dumbbell_rows
35788,36304,10,dumbbell_rows
37206,38093,10,situps
42416,43341,10,situps
45722,46672,10,situps
47474,48150,10,tricep_extensions
49368,50126,10,tricep_extensions
50851,51545,10,tricep_extensions
52140,52814,10,bicep_curls
