4040,4500,10,squats
5435,5928,10,squats
7200,7685,10,squats
8770,9197,11,pushups
11160,11586,10,pushups
13620,14000,10,pushups
15034,15545,10,dumbbell_shoulder_press
17570,18127,10,dumbbell_shoulder_press
20482,20908,9,dumbbell_shoulder_press
22147,22990,10,lunges
25391,26226,10,lunges
29277,30156,10,lunges
31680,32205,11,dumbbell_rows
34605,35060,10,dumbbell_rows
38000,38500,11,dumbbell_rows
39430,39994,10,situps
42068,42630,10,situps
44223,44850,10,situps
46229,46625,10,tricep_extensions
47389,47712,10,tricep_extensions
49341,49663,10,tricep_extensions
50955,51469,10,bicep_curls
52054,52528,10,bicep_curls
52966,53405,10,bicep_curls
54880,55303,10,lateral_shoulder_raises
57634,58061,10,lateral_shoulder_raises
59858,60277,10,lateral_shoulder_raises
61147,61432,11,jumping_jacks
64859,65148,11,jumping_jacks
67393,67650,10,jumping_jacks
