4078,4789,10,squats
7004,7737,10,squats
9295,9938,10,squats
10564,11010,10,pushups
11887,12344,10,pushups
13469,13917,10,pushups
14562,15347,10,dumbbell_shoulder_press
16179,16962,10,dumbbell_shoulder_press
17945,18759,10,dumbbell_shoulder_press
19631,20434,10,lunges
21915,22731,10,lunges
25332,26138,10,lunges
28202,28703,10,dumbbell_rows
29663,30192,10,dumbbell_rows
31062,31572,10,dumbbell_rows
32862,33788,10,situps
34720,35712,10,situps
36637,37612,10,situps
38369,38973,10,tricep_extensions
41492,42086,10,tricep_extensions
42805,43378,10,tricep_extensions
44319,44870,10,bicep_curls
45345,45901,10,bicep_curls
46597,47145,10,bicep_curls
47829,48704,10,lateral_shoulder_raises
50788,51590,10,lateral_shoulder_raises
52328,53058,9,lateral_shoulder_raises
56403,56720,10,jumping_jacks
58526,58834,10,jumping_jacks
59330,59640,10,jumping_jacks
