1978,2495,10,squats
3006,3531,10,squats
4239,4752,10,squats
5133,5539,10,pushups
6166,6648,10,pushups
16727,17169,10,pushups
18542,19196,10,dumbbell_shoulder_press
19674,20367,10,dumbbell_shoulder_press
20860,21544,10,dumbbell_shoulder_press
22849,23477,10,dumbbell_rows
24040,24644,10,dumbbell_rows
26116,26767,10,dumbbell_rows
27625,28182,10,situps
29516,30086,10,situps
31153,31768,10,situps
32514,33146,10,tricep_extensions
34046,34694,10,tricep_extensions
35261,35862,10,tricep_extensions
36541,37140,10,bicep_curls
37732,38333,10,bicep_curls
40065,40771,11,bicep_curls
41398,42333,10,lunges
43294,44166,10,lunges
44711,45527,10,lunges
46882,47570,10,lateral_shoulder_raises
49854,50597,10,lateral_shoulder_raises
52518,53248,10,lateral_shoulder_raises
53789,54465,10,lateral_shoulder_raises
55048,55350,10,jumping_jacks
56345,56650,10,jumping_jacks
57799,58094,10,jumping_jacks
58478,58771,10,jumping_jacks
