2750,3533,10,squats
4482,5169,10,squats
5659,6345,10,squats
6835,7348,10,pushups
8298,8847,10,pushups
11432,11940,10,pushups
12975,13685,10,dumbbell_shoulder_press
15036,15931,10,dumbbell_shoulder_press
22796,23569,10,dumbbell_shoulder_press
24457,25354,10,lunges
26510,27355,10,lunges
31538,32383,10,lunges
33040,34021,10,situps
37870,38800,10,situps
41972,42969,10,situps
44075,44591,10,dumbbell_rows
45834,46318,10,dumbbell_rows
47330,47827,10,dumbbell_rows
48702,49365,10,tricep_extensions
54034,54626,10,tricep_extensions
56087,56631,9,tricep_extensions
57291,57869,10,bicep_curls
61004,61564,10,bicep_curls
63113,64045,10,lateral_shoulder_raises
65466,66354,10,lateral_shoulder_raises
68129,68948,10,lateral_shoulder_raises
70291,70609,10,jumping_jacks
71240,71558,10,jumping_jacks
72166,72493,10,jumping_jacks
