3755,4513,10,squats
7836,8475,10,squats
11469,12187,10,squats
12843,13340,10,pushups
14161,14729,10,pushups
15442,16036,10,pushups
17462,18247,10,dumbbell_shoulder_press
19300,20126,10,dumbbell_shoulder_press
27827,28506,10,dumbbell_shoulder_press
29726,30615,10,lunges
32564,33430,10,lunges
38005,38842,10,lunges
41220,41705,10,dumbbell_rows
43877,44384,10,dumbbell_rows
45146,45695,10,dumbbell_rows
58175,59045,10,situps
66830,67716,10,situps
68290,69239,10,situps
70034,70747,10,tricep_extensions
72890,73577,10,tricep_extensions
74310,75003,10,tricep_extensions
82836,83672,14,bicep_curls
85581,86111,10,bicep_curls
91110,91593,10,bicep_curls
100926,101495,10,lateral_shoulder_raises
102180,102750,10,lateral_shoulder_raises
103239,103774,10,lateral_shoulder_raises
104660,104970,10,jumping_jacks
105823,106142,10,jumping_jacks
107065,107382,10,jumping_jacks
