2704,3283,10,squats
3761,4310,10,squats
4850,5469,10,squats
6285,6795,10,pushups
11703,12204,10,pushups
13002,13525,10,pushups
17935,18644,10,dumbbell_shoulder_press
22543,23277,10,dumbbell_shoulder_press
24121,24874,10,dumbbell_shoulder_press
26349,27300,10,lunges
28172,29112,10,lunges
29816,30717,10,lunges
31726,32368,10,dumbbell_rows
33087,33735,10,dumbbell_rows
48584,49192,10,dumbbell_rows
52587,53205,10,situps
53923,54558,10,situps
54995,55641,10,situps
56985,57626,10,tricep_extensions
58606,59251,10,tricep_extensions
62534,63175,10,tricep_extensions
63823,64492,10,bicep_curls
69635,70281,10,bicep_curls
70875,71564,10,bicep_curls
73428,74144,10,lateral_shoulder_raises
74898,75577,10,lateral_shoulder_raises
76110,76785,10,lateral_shoulder_raises
77255,77569,10,jumping_jacks
77984,78280,10,jumping_jacks
78709,79016,10,jumping_jacks
