2495,3144,10,squats
3520,4182,10,squats
5109,5770,10,squats
6238,6705,10,pushups
7984,8433,10,pushups
10958,11370,10,pushups
16302,17074,10,dumbbell_shoulder_press
19903,20615,10,dumbbell_shoulder_press
22550,23283,10,dumbbell_shoulder_press
24072,24865,10,lunges
27535,28379,10,lunges
29067,29919,10,lunges
30615,31184,10,dumbbell_rows
34467,34984,10,dumbbell_rows
37062,37542,10,dumbbell_rows
39873,40690,10,situps
41223,42110,10,situps
47206,48112,10,situps
51038,51697,10,tricep_extensions
56994,57576,9,tricep_extensions
58730,59292,10,tricep_extensions
59663,60253,10,bicep_curls
60918,61508,10,bicep_curls
62391,62975,10,bicep_curls
64065,65049,10,lateral_shoulder_raises
67901,68815,10,lateral_shoulder_raises
70289,71241,10,lateral_shoulder_raises
71833,72150,10,jumping_jacks
73784,74103,10,jumping_jacks
75495,75804,10,jumping_jacks
