1874,2426,10,squats
3079,3651,10,squats
4289,4880,10,squats
5324,5777,10,pushups
6367,6911,10,pushups
7753,8270,10,pushups
9076,9770,10,dumbbell_shoulder_press
10778,11517,10,dumbbell_shoulder_press
12113,12899,10,dumbbell_shoulder_press
13448,14331,10,lunges
19541,20324,10,lunges
21002,21833,10,lunges
22904,23486,10,dumbbell_rows
26761,27283,10,dumbbell_rows
27937,28465,10,dumbbell_rows
29057,29617,10,situps
30238,30849,10,situps
31584,32190,10,situps
39685,40259,10,tricep_extensions
41103,41734,10,tricep_extensions
42346,42940,10,tricep_extensions
43486,44091,10,bicep_curls
44671,45245,10,bicep_curls
45820,46415,10,bicep_curls
47870,48539,10,lateral_shoulder_raises
48995,49563,10,lateral_shoulder_raises
52800,53296,10,lateral_shoulder_raises
53738,54001,10,jumping_jacks
54371,54663,10,jumping_jacks
55069,55382,10,jumping_jacks
