1014,1510,10,squats
2469,2955,10,squats
3869,4343,10,squats
5420,6088,10,pushups
7845,8730,10,pushups
11910,12654,7,pushups
14571,15366,10,dumbbell_shoulder_press
16246,16988,10,dumbbell_shoulder_press
17778,18635,10,dumbbell_shoulder_press
19930,20954,10,lunges
21726,22551,10,lunges
23396,24170,10,lunges
25843,26283,10,dumbbell_rows
26980,27460,10,dumbbell_rows
29220,29671,10,dumbbell_rows
31640,32443,10,situps
33443,34240,10,situps
34859,35658,10,situps
37836,38433,10,tricep_extensions
40513,41132,11,tricep_extensions
42365,42950,11,tricep_extensions
43830,44509,10,bicep_curls
45120,45761,10,bicep_curls
48102,48685,10,bicep_curls
49214,49838,10,bicep_curls
52134,52560,9,lateral_shoulder_raises
