3062,3826,10,squats
5889,6636,10,squats
8727,9426,10,squats
9936,10490,10,pushups
11552,12129,10,pushups
14616,15121,10,pushups
16770,17542,10,dumbbell_shoulder_press
20375,21113,10,dumbbell_shoulder_press
22987,23731,10,dumbbell_shoulder_press
24818,25759,10,lunges
26730,27623,10,lunges
29686,30532,10,lunges
31556,32148,10,dumbbell_rows
34003,34554,10,dumbbell_rows
36035,36582,10,dumbbell_rows
37498,38405,10,situps
39015,39986,10,situps
40758,41804,10,situps
43195,43921,10,tricep_extensions
45997,46721,10,tricep_extensions
48316,49022,10,tricep_extensions
50125,50760,10,bicep_curls
51945,52561,10,bicep_curls
53350,53939,10,bicep_curls
54579,55525,10,lateral_shoulder_raises
57191,57988,10,lateral_shoulder_raises
59340,60155,10,lateral_shoulder_raises
61469,61780,10,jumping_jacks
62345,62656,10,jumping_jacks
64079,64390,10,jumping_jacks
